index,character,episode,line,season,show,characters_spoken,words_spoken
29710,Kramer,152, I saw a couple of other guys out there.,8,Seinfeld,40,9
29711,Jerry,152, Swimming?,8,Seinfeld,10,1
29712,Kramer,152," Floating, they weren't moving much. But they were out there.",8,Seinfeld,61,10
29713,Elaine,152,"  Hey, Kramer, it's Elaine, thanks for bringing my mattress         back. And I guess I'll just get my spare key from you - whenever. All         right, bye.",8,Seinfeld,157,26
29714,Elaine,152," Oh, this is a good mattress. Sniff, sniff, Ugh! ",8,Seinfeld,49,9
29720,Jerry,152,  hello.,8,Seinfeld,8,1
29721,George,152," Jerry, I'm trapped under my desk. Steinbrenner is in the room.         You got to help[ me.",8,Seinfeld,92,16
29722,Jerry,152, Who is this?,8,Seinfeld,13,3
29723,George,152," Jerry, . . . ",8,Seinfeld,14,4
29725,George,152," Sh, sh, goodbye, sh, get away.",8,Seinfeld,31,6
29727,George,152, ?? get away??,8,Seinfeld,14,3
29728,Jerry,152, Why don't you just have him paged?,8,Seinfeld,35,7
29729,George,152, Can't you think of something. Call in a bomb threat.,8,Seinfeld,53,10
29730,Jerry,152, A bomb threat? Why would I call in a bomb threat?,8,Seinfeld,50,11
29731,George,152, Just CALL!,8,Seinfeld,11,2
29732,Jerry,152, I should have some reason.,8,Seinfeld,27,5
29737,George,152, I'm sorry sir.,8,Seinfeld,15,3
29739,George,152, What?,8,Seinfeld,6,1
29741,Elaine,152," Jerry, Jerry.",8,Seinfeld,14,2
29742,Jerry,152, Yeah.,8,Seinfeld,6,1
29743,Elaine,152, What the hell is this? Where are you?,8,Seinfeld,38,8
29744,Jerry,152, Over here. You can see right through here.,8,Seinfeld,43,8
29745,Elaine,152, What is this. It's like you're selling movie tickets back here.,8,Seinfeld,64,11
29746,Jerry,152, It's kind of cozy.,8,Seinfeld,19,4
29747,Elaine,152," Hey, you're not going to believe what Kramer did to my mattress.         . . . I can't talk to you like this. So Kramer completely funked up my         mattress.",8,Seinfeld,162,29
29748,Jerry,152, Does it smell like the East River?,8,Seinfeld,35,7
29749,Elaine,152, How did you know? ,8,Seinfeld,19,4
29750,Jerry,152, Because Kramer has been swimming laps between the Queensborough         bridge and the Brooklyn bridge.,8,Seinfeld,104,14
29751,Elaine,152," Oh, GREAT! ",8,Seinfeld,12,2
29752,Kramer,152," Oh man, I'm on the wrong floor again.",8,Seinfeld,38,8
29753,Elaine,152," Hey, thanks for ruining my mattress. It reeks.",8,Seinfeld,47,8
29754,Kramer,152," Hey, you know what I think it is? I think it's that East River.         I think it might be polluted.",8,Seinfeld,102,20
29755,George,152," Well, you really did it to me this time, Seinfeld. . . . What         the hell happened here?",8,Seinfeld,94,18
29756,Elaine,152, Hi.,8,Seinfeld,4,1
29757,George,152, Hi. Look at how obtrusive this is.,8,Seinfeld,35,7
29758,Elaine,152," It is obtrusive, isn't it?",8,Seinfeld,27,5
29759,Kramer,152, It is very obtrusive.,8,Seinfeld,22,4
29760,Jerry,152, I don't think it's that bad.,8,Seinfeld,29,6
29761,Kramer,152, You can't get a stool in here.,8,Seinfeld,31,7
29762,Jerry,152, No the stools go over there.,8,Seinfeld,29,6
29763,Kramer,152," No, that's no good. I'm leaving.",8,Seinfeld,33,6
29764,Elaine,152, I'm with you. I'm going back to my place.,8,Seinfeld,42,9
29765,George,152, Guess who he put in charge of Fitted Hat Day? Me.,8,Seinfeld,50,11
29766,Jerry,152, Hey look at you.,8,Seinfeld,17,4
29767,George,152," Yeah, look at me. Now I GOTTA FIGURE OUT THE HAT SIZES OF 59,000         DIFFERENT PEOPLE!! WHAT IF A PINHEAD SHOWS UP. I GOTTA BE ON TOP OF THAT.",8,Seinfeld,147,29
29768,Jerry,152, No knock offs. I want the ones like the real players wear.,8,Seinfeld,59,12
29769,George,152, ??? KNOCK OFFS. I NOT GOING TO DO IT! AND YOU'RE GOING TO CALL         STEINBRENNER BACK AND CANCEL THE WHOLE THING.,8,Seinfeld,117,21
29770,Jerry,152, Could you at least get a hat for me?,8,Seinfeld,37,9
29771,George,152, FINE? WHAT SIZE?,8,Seinfeld,17,3
29772,Jerry,152, Seven and five eighths,8,Seinfeld,23,4
29773,George,152, SEVEN AND FIVE EIGHTHS!!,8,Seinfeld,25,4
29774,Jerry,152, Why are you shouting?,8,Seinfeld,22,4
29775,George,152, I DON'T KNOW. It's this place. I'm very uncomfortable here.,8,Seinfeld,60,10
29777,Elaine,152," I am totally loving it. Uh, you know … we should um …         get going.",8,Seinfeld,73,15
29779,Elaine,152, What smell?,8,Seinfeld,12,2
29781,Elaine,152," No no, oh, you know what that is? I um, went claming the other         day and I forgot to hose off my boots. ",8,Seinfeld,111,23
29783,Elaine,152," Yeah, clam and scallop. I clam and scallop.",8,Seinfeld,44,8
29785,George,152," Sir, I just got a call from the terrorist. I told him to call         back here.",8,Seinfeld,81,16
29787,George,152, Let me put that on speaker phone.,8,Seinfeld,34,7
29789,Jerry,152, Yes this is the terrorist bomber.,8,Seinfeld,34,6
29791,Jerry,152, think I've changed my mind.,8,Seinfeld,28,5
29793,George,152," Good thinking, sir.",8,Seinfeld,20,3
29795,Jerry,152, What?,8,Seinfeld,6,1
29797,Jerry,152, I guess it would be nice if you called all the ticket holders         if the game was going to be rained out.,8,Seinfeld,110,22
29800,George,152, You have to stand tough sir. That's why I had to hang up the         phone.,8,Seinfeld,76,15
29802,Elaine,152, Gotta get some of that stuffed crust pizza. cheese crust pizza.,8,Seinfeld,64,11
29804,Elaine,152, I'll tell you something. It'll be years before they find places         to hide more cheese on a pizza. Kramer!,8,Seinfeld,112,19
29805,Kramer,152," Oh, hey, ",8,Seinfeld,10,2
29806,Elaine,152," Oh, hi. This is Hal. Hal, this is Kramer. Kramer, Hal.",8,Seinfeld,55,11
29807,Kramer,152," Hal, .. uh Langerhans.",8,Seinfeld,23,4
29809,Kramer,152," Oh, Kitzmiller. That's right",8,Seinfeld,29,4
29810,Elaine,152, You feeling jiff?,8,Seinfeld,18,3
29811,Kramer,152," Oh, I'm jiff.",8,Seinfeld,14,3
29813,Kramer,152," Oh, listen I gotta get to the pier. The ferry traffic is really         bad around four thirty. Look, I still got the key to your apartment and         I'll get it back to you as soon as I can.",8,Seinfeld,194,38
29814,Elaine,152," Oh, baby.",8,Seinfeld,10,2
29815,George,152, Lunch.,8,Seinfeld,7,1
29817,Kramer,152," Yeah, sure, um, oh boy, . . . ",8,Seinfeld,31,8
29819,Kramer,152, That's it.,8,Seinfeld,11,2
29821,Kramer,152," Oh, we go back a ways.",8,Seinfeld,23,6
29823,Kramer,152, That's right. ,8,Seinfeld,15,2
29825,Kramer,152," No, no. She put a stop to that. ",8,Seinfeld,33,8
29827,Kramer,152, Oh yeah. Exercises every muscle in the body. It's great for the         back.,8,Seinfeld,78,13
29829,Kramer,152, Four hours in this chop and I'm a full inch taller. . . . Giddyup.       ,8,Seinfeld,74,15
29831,Elaine,152," I wouldn't believe the Lumbar Yard wouldn't pick this up. Ug,         oh, okay, . . .",8,Seinfeld,86,16
29833,Jerry,152," Yeah, that's right.",8,Seinfeld,20,3
29835,Jerry,152, One second. Hello.,8,Seinfeld,19,3
29836,Elaine,152, Jerry you gotta help me. I threw my back out.,8,Seinfeld,46,10
29837,Jerry,152, Just lie down.,8,Seinfeld,15,3
29838,Elaine,152, I am lying down. I am trapped under a funky mattress. I gotta         go get a doctor or at least come over and roll this thing off of me.,8,Seinfeld,139,29
29839,Jerry,152," All right. I'll be right there., Conrad I gotta go.",8,Seinfeld,52,10
29842,Kramer,152, What's going on?,8,Seinfeld,17,3
29845,Kramer,152, He just sunk like a stone.,8,Seinfeld,27,6
29846,George,152," Sir, I'm sure it's not a police matter.",8,Seinfeld,40,8
29851,Kramer,152," Hey, watch where you're kicking!",8,Seinfeld,33,5
29852,Elaine,152, Kramer.,8,Seinfeld,8,1
29853,Kramer,152, Elaine,8,Seinfeld,7,1
29854,Elaine,152," I can't believe it. Hey, I'll meet you at the coffee shop.",8,Seinfeld,59,12
29855,Kramer,152, Yeah.,8,Seinfeld,6,1
29856,Elaine,152, Yeah.,8,Seinfeld,6,1
29857,George,152," Hi Connie, Jerry around?",8,Seinfeld,25,4
29859,George,152, There was something so reassuring about that cozy little space.,8,Seinfeld,64,10
29861,Jerry,152," Ah, back to normal. Not bad for four thousand bucks. . . . I can't         believe I got the Low Fat!",8,Seinfeld,102,21
29862,George,153," So, Marcy, you should've seen me in the hot tub yoday.",8,Seinfeld,55,11
29864,George,153, I was naked.,8,Seinfeld,13,3
29866,Jerry,153, I saw it.,8,Seinfeld,10,3
29868,Jerry,153, Okay. I wouldn't see it again.,8,Seinfeld,31,6
29870,George,153, Really? What happened?,8,Seinfeld,23,3
29872,Jerry,153," I noticed she's big on the phrase ""yada yada.""",8,Seinfeld,47,9
29873,George,153," Is ""yada yada"" bad?",8,Seinfeld,20,4
29874,Jerry,153," No, ""yada yada"" is good. She's very succinct.",8,Seinfeld,46,8
29875,George,153, She is succinct.,8,Seinfeld,17,3
29876,Jerry,153," Yeah, it's like you're dating USA Today. ",8,Seinfeld,42,7
29877,George,153, Hey.,8,Seinfeld,5,1
29878,Jerry,153," Hey, George, you know Tim Whatley.",8,Seinfeld,35,6
29879,George,153," Yeah, dentist of the stars.",8,Seinfeld,28,5
29880,Jerry,153, What's up?,8,Seinfeld,11,2
29882,Jerry,153, Excuse me?,8,Seinfeld,11,2
29884,Jerry,153, Well...  Welcome aboard.,8,Seinfeld,25,3
29886,George,153," Hey, where you just at the health club?",8,Seinfeld,40,8
29888,Jerry,153," Elaine, the guy's Jewish two days, he's already making Jewish               jokes.",8,Seinfeld,83,11
29889,Elaine,153," So what? When someone turns twenty-one, they usually get               drunk the first night.",8,Seinfeld,94,13
29890,Jerry,153, Booze is not a religion.,8,Seinfeld,25,5
29891,Elaine,153," Tell that to my father. Anyway, guess what? Beth Lookner               called me.",8,Seinfeld,82,12
29892,Jerry,153," Ooh. Beth Lookner, still waitin' out hat marriage.",8,Seinfeld,51,8
29893,Elaine,153, What are you talking about? That marriage ended six months               ago. She's already remarried.,8,Seinfeld,103,14
29894,Jerry,153, I gotta get on that internet. I'm late on everything.,8,Seinfeld,54,10
29895,Elaine,153," Anyway, Beth and her new husband Arnie have listed me a               reference for an adoption agency. They're trying to get a baby.               ",8,Seinfeld,149,22
29896,Kramer,153," Elaine, all right, who looks better in this shirt? Me or               Mickey?",8,Seinfeld,79,12
29898,Elaine,153," Hmm, turn around.  Both so striking.",8,Seinfeld,37,6
29899,Kramer,153, Tell me about it. We just picked up two women at the Gap.,8,Seinfeld,58,13
29900,Elaine,153, How did you decide which one of you would date which girl?               ,8,Seinfeld,74,12
29902,George,153, What a succinct story.,8,Seinfeld,23,4
29904,George,153," Oh, it's not mine. It's my mother's.",8,Seinfeld,37,7
29906,George,153," Well, they gave birth to me, and, yada yada...",8,Seinfeld,47,9
29908,George,153, Yada yada yada...,8,Seinfeld,18,3
29911,Kramer,153," Well, you too seem to have the same taste.",8,Seinfeld,43,9
29913,Kramer,153, Well I have the same shirt.,8,Seinfeld,28,6
29917,Kramer,153, Oh. ,8,Seinfeld,5,1
29922,Kramer,153, I live for Merlot.,8,Seinfeld,19,4
29925,Elaine,153," Oh, yeah, yeah.",8,Seinfeld,16,3
29927,Elaine,153," Yeah, we got out to dinner a lot. Usually Chinese, well               sometimes Thai. And we go to the movies, Arnie's a real film buff.",8,Seinfeld,137,24
29929,Elaine,153," Actually, I remember this one time, um, this is funny.               Um, we went to see the movie Striptease. I don't know if you've               seen... doesn't matter. Anyway, I was whispering something to Beth,               and Arnie leens over to me, and he goes, ""Would you SHUT UP?!""               I mean, he barely even knew me. Where did he get ah-- But they're               nice people. ",8,Seinfeld,400,62
29930,George,153," Oh, you're in here.",8,Seinfeld,20,4
29931,Jerry,153, What're you doing here?,8,Seinfeld,24,4
29932,George,153, I knew you had an appointment.,8,Seinfeld,31,6
29933,Jerry,153, Well this is very awkward.,8,Seinfeld,27,5
29934,George,153," I'll leave when the guy comes in. I gotta tell you, I am               loving this yada yada thing. You know, I can cross over my whole               life story. ",8,Seinfeld,163,28
29935,Jerry,153," Hey, you don't play with that. That's going in my mouth.",8,Seinfeld,57,11
29936,George,153," Hey, what this thing? Whew!",8,Seinfeld,28,5
29937,Jerry,153," All right, that's enough. Now get going. Get outta here.               ",8,Seinfeld,72,10
29938,George,153," Hey, Tim. Quick question. Is it normal for your teeth to               make noises, like a hissing or a chirping?",8,Seinfeld,114,19
29939,Jerry,153, George...,8,Seinfeld,10,1
29941,George,153," Fine, I'll make an appointment. ",8,Seinfeld,33,5
29943,Jerry,153, Hey.,8,Seinfeld,5,1
29945,Jerry,153," Tim, do you think you should be making jokes like that?",8,Seinfeld,56,11
29947,Jerry,153," I know, but...",8,Seinfeld,15,3
29949,Jerry,153,5000,8,Seinfeld,4,1
29951,Jerry,153, And then he asked the assistant for a schtickle of flouride.,8,Seinfeld,61,11
29952,Elaine,153, Why are you so concerned about this?,8,Seinfeld,37,7
29953,Jerry,153, I'll tell you why. Because I believe Whatley converted to               Judaism just for the jokes. ,8,Seinfeld,101,15
29955,Jerry,153, Yes. ,8,Seinfeld,6,1
29956,Kramer,153, I don't believe that.,8,Seinfeld,22,4
29958,Kramer,153, Why were you holding the door open for?,8,Seinfeld,40,8
29960,Kramer,153," Well, I thought it was a nice gesture. But I guess I was               wrong!",8,Seinfeld,78,14
29962,Kramer,153," I don't even know their names! Look, why don't you just               take the one that was on the left?",8,Seinfeld,105,19
29964,Kramer,153," Oh, everybody's your type.",8,Seinfeld,27,4
29966,Kramer,153, You've been married three times.,8,Seinfeld,33,5
29968,Jerry,153," All right, take it easy.",8,Seinfeld,25,5
29969,Elaine,153," Hey, hey, hey!",8,Seinfeld,15,3
29970,Kramer,153," Come on, let him go. You want throw? Let's throw!",8,Seinfeld,50,10
29971,Elaine,153," Hey! Hold on a second. All right, look, I got an idea.               Why don't you just show up early for your next date, sit across               from each other, and see who the girls sit next to.",8,Seinfeld,199,36
29973,Kramer,153," All right, so we let the girls decide.",8,Seinfeld,39,8
29975,Kramer,153," Yeah, I wanna wear that shirt next time.",8,Seinfeld,41,8
29977,Kramer,153," That's right, 'cause they already saw it.",8,Seinfeld,42,7
29979,George,153," Well, we were engaged to be married, uh, we bought the               wedding invitations, and, uh, yada yada yada, I'm still single.",8,Seinfeld,133,21
29981,George,153, Yada.,8,Seinfeld,6,1
29983,Elaine,153," Beth, Arnie, hi. What's up?",8,Seinfeld,28,5
29985,Elaine,153, Really.,8,Seinfeld,8,1
29987,Elaine,153, Oh.,8,Seinfeld,4,1
29989,Elaine,153," Uh, you know, I just told them what kind people you are               and, uh, yada yada yada, that is it.",8,Seinfeld,107,20
29990,Jerry,153, How you doing?,8,Seinfeld,15,3
29993,Jerry,153, Whatley. ,8,Seinfeld,10,1
29994,Kramer,153, What are they doing here?,8,Seinfeld,26,5
29996,Kramer,153," All right, all right. Now what're we gonna do?",8,Seinfeld,47,9
29998,Kramer,153," All right, I'll take Julie.",8,Seinfeld,28,5
30000,Kramer,153," All right, I'll take Karen.",8,Seinfeld,28,5
30002,Kramer,153," All right, which one is Julie?  Hey, you ladies look lovely tonight.               ",8,Seinfeld,84,12
