,character,episode,line,season,show,characters_spoken,words_spoken
22679,Mr. Krabs,192," Mmm-hmm. Sounds to me like you're wasting me precious ingredients! Listen SpongeBob, just because there's no customers doesn't mean you can't do something productive.",9,SpongeBob SquarePants,167,24
22680,SpongeBob,192," Like what, Mr. Krabs?",9,SpongeBob SquarePants,22,4
22681,Mr. Krabs,192," Well, I mean you could, OH! You can dust the pickles! Or uh, alphabetize the buns! Ehhh, you could, uh... water down the ketchup!",9,SpongeBob SquarePants,130,24
22682,SpongeBob,192, At this point it would be ketchuping up the water.,9,SpongeBob SquarePants,51,10
22683,Mr. Krabs,192," Whatever. Now if these little fellers could work... maybe you'll be on to something... hey, you couldn't make me a little tiny army of unpaid workers, could ya?",9,SpongeBob SquarePants,161,28
22684,SpongeBob,192," Well, I could try.  Here's a little worker. We'll call him Pete.",9,SpongeBob SquarePants,65,12
22685,Mr. Krabs,192, Ohhohohohoo! Hi Pete!,9,SpongeBob SquarePants,22,3
22686,Mr. Krabs,192," Hey, what's wrong with Pete? He's not working!",9,SpongeBob SquarePants,47,8
22687,SpongeBob,192, Maybe Pete is just tired.,9,SpongeBob SquarePants,26,5
22688,Mr. Krabs,192," Well now, that shouldn't interfere with Pete's work.",9,SpongeBob SquarePants,53,8
22689,SpongeBob,192," Well, I don't know Mr. Krabs.  I guess it might affect his productivity-",9,SpongeBob SquarePants,73,13
22690,Mr. Krabs,192,  No! Not his productivity!,9,SpongeBob SquarePants,27,4
22691,SpongeBob,192," Hey, maybe if Pete can go on a picnic like the Patty family, he might be rested and happy and more productive than ever!",9,SpongeBob SquarePants,121,24
22692,Mr. Krabs,192,  No! Not leaving the workplace for pleasure!,9,SpongeBob SquarePants,45,7
22693,SpongeBob,192, Hey! Maybe Pete's boss could have a company picnic and Pete could have a great time and relax and come back and work twice as hard!,9,SpongeBob SquarePants,132,26
22694,Mr. Krabs,192, Company picnic?,9,SpongeBob SquarePants,16,2
22695,SpongeBob,192," See, look! He's already perking up!",9,SpongeBob SquarePants,36,6
22696,Mr. Krabs,192," Gee, SpongeBob. Do you think if I threw a picnic your productivity would increase?",9,SpongeBob SquarePants,83,14
22697,SpongeBob,192, Definitely!,9,SpongeBob SquarePants,12,1
22698,Squidward,192,  What's going on in here?,9,SpongeBob SquarePants,26,5
22699,Mr. Krabs,192,"  Just in time, Mr. Squidward! You're about to go on the greatest company picnic ever!",9,SpongeBob SquarePants,86,15
22700,Plankton,192," A company picnic, eh? That gives me an idea.",9,SpongeBob SquarePants,45,9
22701,Squidward,192, This is the greatest company picnic ever?,9,SpongeBob SquarePants,42,7
22702,Mr. Krabs,192," Yes, yes it is.",9,SpongeBob SquarePants,16,4
22703,SpongeBob,192," Pace yourself Squidward, the fun is just getting started.",9,SpongeBob SquarePants,58,9
22704,Squidward,192, Is this toilet paper we're sitting on?,9,SpongeBob SquarePants,39,7
22705,Mr. Krabs,192," Oh, don't think of it as just toilet paper, it has thousands of uses.",9,SpongeBob SquarePants,70,14
22706,SpongeBob,192, Here's one!,9,SpongeBob SquarePants,12,2
22707,Squidward,192," Well, I guess things will pick up once the food gets here.",9,SpongeBob SquarePants,59,12
22708,Mr. Krabs,192, Right you are! Here's the food! ,9,SpongeBob SquarePants,33,6
22709,Squidward,192,  What?,9,SpongeBob SquarePants,7,1
22710,Mr. Krabs,192," Oh, you're confused? Let me show you a little hack.  See? You open it with your teeth.  There, isn't that fun? And afterwards, you can toss it around like a, you know, one of those things you toss around.",9,SpongeBob SquarePants,205,39
22711,Mr. Krabs,192," Here let me show ya. Go out for a long one, SpongeBob!",9,SpongeBob SquarePants,55,12
22712,SpongeBob,192, Going long!,9,SpongeBob SquarePants,12,2
22713,Mr. Krabs,192," Ho, ho. This is so much fun.",9,SpongeBob SquarePants,29,7
22714,SpongeBob,192, Is this far enough?,9,SpongeBob SquarePants,20,4
22715,Mr. Krabs,192, I can't hear what you're sayin'! So... here it comes!,9,SpongeBob SquarePants,54,10
22716,Mr. Krabs,192,"  Hmm. Heh, I don't see it anywhere.",9,SpongeBob SquarePants,36,7
22717,Squidward,192, I'm going home.,9,SpongeBob SquarePants,16,3
22718,Mr. Krabs,192,  Oh no you're not.  You're going to sit right there and enjoy yourself until your productivity increases!,9,SpongeBob SquarePants,106,17
22719,Squidward,192, ,9,SpongeBob SquarePants,1,0
22720,SpongeBob,192," Oh boy! Facing painting! Great idea, Mr. Krabs.  Ahh. Here, let me try!",9,SpongeBob SquarePants,72,13
22721,SpongeBob,192," Hi, I'm Barnacle Boy.",9,SpongeBob SquarePants,22,4
22722,Mr. Krabs,192," Well, we sure had our fun and games today. But just maybe we've learned a little something too. About each other and ourselves. I guess you'd have to say, ""This was the greatest...""",9,SpongeBob SquarePants,182,33
22723,Squidward,192, Do not say it!,9,SpongeBob SquarePants,15,4
22724,Mr. Krabs,192," ""The greatest comp...""",9,SpongeBob SquarePants,23,3
22725,Squidward,192, Don't!,9,SpongeBob SquarePants,7,1
22726,Mr. Krabs,192,"  ""The greatest company picnic ever!""",9,SpongeBob SquarePants,37,5
22727,Mr. Krabs,192," Well, looks like we've got company.",9,SpongeBob SquarePants,36,6
22728,SpongeBob,192," Well, Mr. Krabs, it is a company picnic. ",9,SpongeBob SquarePants,42,8
22729,Squidward,192," Well, this is more like it. You've been holding out on us, Mr. Krabs. You old devil.",9,SpongeBob SquarePants,85,17
22730,Mr. Krabs,192,  I have? Wait. Oh yeah.,9,SpongeBob SquarePants,24,5
22731,Mr. Krabs,192,"  ""Chumpany Picnic""? That's not how you spell ""Company Picnic""!",9,SpongeBob SquarePants,63,9
22732,Plankton,192,  Guess who?,9,SpongeBob SquarePants,12,2
22733,Mr. Krabs,192, Plankton!,9,SpongeBob SquarePants,10,1
22734,Mr. Krabs,192," Just what do ya think you're doin', Plankton?",9,SpongeBob SquarePants,46,8
22735,Plankton,192," Uh, what do you mean? I'm having my company picnic. This is our spot.",9,SpongeBob SquarePants,70,14
22736,Mr. Krabs,192," Oh yeah! Well, it's my spot now!",9,SpongeBob SquarePants,33,7
22737,Plankton,192, Come now. Can't we all just share? Nothing should spoil this perfect day.,9,SpongeBob SquarePants,74,13
22738,SpongeBob,192,  Aww!,9,SpongeBob SquarePants,6,1
22739,Mr. Krabs,192, You don't even have any employees!,9,SpongeBob SquarePants,35,6
22740,SpongeBob,192,  Aww!,9,SpongeBob SquarePants,6,1
22741,Plankton,192, Sure I do.,9,SpongeBob SquarePants,11,3
22742,Plankton,192," Those are my new hired, Simmy and Tally. Just look at them tossing the disk around.",9,SpongeBob SquarePants,84,16
22743,SpongeBob,192, A real disk?,9,SpongeBob SquarePants,13,3
22744,Mr. Krabs,192," Ha! Go on, SpongeBob! Show this upstart how we chuck the old mustard plate around!",9,SpongeBob SquarePants,83,15
22745,SpongeBob,192, Well. Eh.,9,SpongeBob SquarePants,10,2
22746,Plankton,192, You're all welcome to join us of course. There's plenty of fun for all.,9,SpongeBob SquarePants,72,14
22747,SpongeBob,192," Aw, no thanks, Plankton. We're having a great time at our own company picnic.",9,SpongeBob SquarePants,78,14
22748,SpongeBob,192," Hey, Plankton. What are Simmy and Tally up too?",9,SpongeBob SquarePants,48,9
22749,Plankton,192," Oh, just setting up the rest of the activities.",9,SpongeBob SquarePants,48,9
22750,Plankton,192," The cotton candy machine, hot roasted peanuts, games of chance, bottles you can knock over to win a prize, the world's most exciting roller coaster, a deep fryer for delicacies...",9,SpongeBob SquarePants,180,30
22751,Squidward,192, Delicacies?,9,SpongeBob SquarePants,12,1
22752,Plankton,192," And of course, the dunking booth!",9,SpongeBob SquarePants,34,6
22753,Plankton,192,  Have you seen the calliope?,9,SpongeBob SquarePants,29,5
22754,SpongeBob,192, Aww!,9,SpongeBob SquarePants,5,1
22755,Mr. Krabs,192," Now, look here, Plankton! Me loyal employees would never be takin' in by such a shallow display...",9,SpongeBob SquarePants,99,17
22756,Squidward,192," One side, Goopy!",9,SpongeBob SquarePants,17,3
22757,SpongeBob,192, Yum.,9,SpongeBob SquarePants,5,1
22758,Mr. Krabs,192," Is this backwards?  Oh, that's not it either.",9,SpongeBob SquarePants,46,8
22759,Plankton,192," You were saying, Krabs? ",9,SpongeBob SquarePants,25,4
22760,SpongeBob,192,"  Mr. Krabs is right, Plankton. We're having lots of fun. Come on, Mr. Krabs.",9,SpongeBob SquarePants,77,14
22761,Mr. Krabs,192," SpongeBob, would you mind helpin' me with my zipper?",9,SpongeBob SquarePants,53,9
22762,SpongeBob,192," Who needs them? Right, Mr. Krabs?",9,SpongeBob SquarePants,34,6
22763,Mr. Krabs,192," Huh? Yeah, yeah. Sure.",9,SpongeBob SquarePants,23,4
22764,Squidward,192,  Whoo-hoo-hoo-hoo! ,9,SpongeBob SquarePants,20,1
22765,SpongeBob,192,  You want me to paint your face?,9,SpongeBob SquarePants,33,7
22766,Mr. Krabs,192," Well, I don't know.",9,SpongeBob SquarePants,20,4
22767,SpongeBob,192," Alright. I'm making you into, um, a ghost.",9,SpongeBob SquarePants,43,8
22768,Mr. Krabs,192,  Ooh. I think this mayo has gone bad.,9,SpongeBob SquarePants,38,8
22769,SpongeBob,192,  Ooh. The ghost of mayonnaise bad! That really scares people.,9,SpongeBob SquarePants,62,10
22770,Mr. Krabs,192, Yeah. ,9,SpongeBob SquarePants,7,1
22772,Mr. Krabs,192," You wanna join in all that fun over there with Mr. Squidward, don't ya?",9,SpongeBob SquarePants,72,14
22773,SpongeBob,192, No. Course not.,9,SpongeBob SquarePants,16,3
22774,Mr. Krabs,192, Are you sure you don't want to?,9,SpongeBob SquarePants,32,7
22775,SpongeBob,192," Mr. Krabs, I am staying right here at the Krusty Krab picnic!",9,SpongeBob SquarePants,62,12
22776,Mr. Krabs,192, You sure?,9,SpongeBob SquarePants,10,2
22777,SpongeBob,192," 100% sure, Mr. Krabs!",9,SpongeBob SquarePants,22,4
22778,Mr. Krabs,192," Ok, then. I'm outta here! See ya! Yahoo!",9,SpongeBob SquarePants,41,8
22779,Mr. Krabs,192,  You can never have too many!,9,SpongeBob SquarePants,30,6
22780,Squidward,192, Whoo!,9,SpongeBob SquarePants,6,1
22781,Mr. Krabs,192," Hey, Squiddie-bird!",9,SpongeBob SquarePants,20,2
22782,SpongeBob,192, Whoo!  Having lots of fun over here. I've got a plate! It's made of paper!,9,SpongeBob SquarePants,75,15
22783,SpongeBob,192, It's a paper plate. Whoo! ,9,SpongeBob SquarePants,27,5
22784,SpongeBob,192," Well, if it's good enough for Mr. Krabs, it's good enough for me.",9,SpongeBob SquarePants,66,13
22785,Squidward,192," I have to say, Mr. Plankton. If this is how you treat your employees...",9,SpongeBob SquarePants,72,14
22786,Plankton,192," Say no more, my friend.  If you'd care to work for me, just sign this contract with this delicious candied pen.",9,SpongeBob SquarePants,112,21
22787,Mr. Krabs,192, Ooh!  Me first! Me first!,9,SpongeBob SquarePants,26,5
22788,Plankton,192," Oh, don't bother to read it. Not on such a fun day.",9,SpongeBob SquarePants,52,12
22789,Mr. Krabs,192, That's such great advice!,9,SpongeBob SquarePants,26,4
22790,Plankton,192," This is working far better than I planned! With Krabs as my employee, I can order him to give me the Krabby Patty formula and the Krusty Krab will be no more! ",9,SpongeBob SquarePants,160,32
22791,SpongeBob,192," Ahem! Hello, Plankton!",9,SpongeBob SquarePants,23,3
22792,Plankton,192, Uh oh.,9,SpongeBob SquarePants,7,2
22793,SpongeBob,192," Mr. Krabs, don't sign it!",9,SpongeBob SquarePants,26,5
22794,Mr. Krabs,192, My candied pen!,9,SpongeBob SquarePants,16,3
22795,SpongeBob,192,"  Simmy, look out! There's a candied pen heading straight for your eye due to my act of swatting it away without first considering the trajectory! Oh, I wish I could give my words out faster, but everything's in slow motion!",9,SpongeBob SquarePants,224,40
22796,SpongeBob,192,  No!!!,9,SpongeBob SquarePants,7,1
22797,SpongeBob,192, Simmy and Tally are holograms? Then that means...,9,SpongeBob SquarePants,50,8
22798,Squidward,192, I was riding that? What about those delicacies I was eating?,9,SpongeBob SquarePants,61,11
22799,Mr. Krabs,192, Whew! That was a cl...,9,SpongeBob SquarePants,23,5
22800,Mr. Krabs,192," You saved me, boy. How did you do it?",9,SpongeBob SquarePants,38,9
22801,SpongeBob,192," I guess my mind was all sharp from the relaxing fun I had at your company picnic, Mr. Krabs.",9,SpongeBob SquarePants,93,19
22802,Plankton,192, Unbelievable!,9,SpongeBob SquarePants,14,1
22803,Plankton,192, Uh oh.,9,SpongeBob SquarePants,7,2
22804,SpongeBob,192,  The greatest company picnic ever!,9,SpongeBob SquarePants,35,5
22805,Mr. Krabs,192," Alright, enough relaxin'. Back to work! ",9,SpongeBob SquarePants,41,6
22812,SpongeBob,193,"  Ah, I tell you Gary, there is nothing better on a sunny day than a fresh walk.",9,SpongeBob SquarePants,80,17
22814,SpongeBob,193," What's the matter, pal? Walking too fast for ya?",9,SpongeBob SquarePants,49,9
22815,SpongeBob,193," Huh? What is it, boy? Is someone in danger?",9,SpongeBob SquarePants,44,9
22816,SpongeBob,193," Aww. Come here, little fella. I won't hurt ya.",9,SpongeBob SquarePants,47,9
22817,SpongeBob,193," Aww. I'm gonna called you, Señor Poopus. Good job, Gary. Let's get him home so he can eat. He's almost all shell.",9,SpongeBob SquarePants,115,22
22819,SpongeBob,193," Boy, Señor Poopus sure is hungry.",9,SpongeBob SquarePants,35,6
22820,SpongeBob,193, Aww. He wants to play.,9,SpongeBob SquarePants,23,5
22821,Patrick,193," Ha. Whatcha doing, SpongeBob?",9,SpongeBob SquarePants,30,4
22822,SpongeBob,193," Oh, Gary found this stray snail and I'm nursing him back to health.",9,SpongeBob SquarePants,68,13
22823,Patrick,193," Huh. Well, what about those baby snails?",9,SpongeBob SquarePants,41,7
22824,Patrick,193, They're over here.,9,SpongeBob SquarePants,19,3
22825,SpongeBob,193, Aww. So tiny and hungry. They have nobody to take care of them. I'm gonna take 'em home and feed 'em.,9,SpongeBob SquarePants,102,21
22826,Patrick,193, Feed 'em to who?,9,SpongeBob SquarePants,17,4
22827,SpongeBob,193, It is important to keep baby snails warm at all times.,9,SpongeBob SquarePants,55,11
22828,Patrick,193, My mouth is warm.,9,SpongeBob SquarePants,18,4
22829,SpongeBob,193," Uh, good suggestion, Patrick. But I got this.",9,SpongeBob SquarePants,46,8
22830,Patrick,193, Oh.,9,SpongeBob SquarePants,4,1
22831,SpongeBob,193, There we go.,9,SpongeBob SquarePants,13,3
22832,SpongeBob,193, Uh-huh. Perfect temperature. Time to eat my little snaily poos.,9,SpongeBob SquarePants,64,10
22833,SpongeBob,193," Eat up, you little cuties.",9,SpongeBob SquarePants,27,5
22834,Patrick,193, So... I guess I'll be going then.,9,SpongeBob SquarePants,34,7
22835,SpongeBob,193, Huh? What? Did you guys lose your bottle?,9,SpongeBob SquarePants,42,8
22836,SpongeBob,193, Huh?,9,SpongeBob SquarePants,5,1
22837,SpongeBob,193, Oh! You must be the snail mom.,9,SpongeBob SquarePants,31,7
22838,Patrick,193," Hey, SpongeBob! This guy found this snail in his garden and he didn't know what to do. So, I told him how you take care of snails.",9,SpongeBob SquarePants,131,27
22840,Patrick,193, That's a pretty good thing I thought of. Huh? Well...,9,SpongeBob SquarePants,54,10
22841,SpongeBob,193, I'll call you...,9,SpongeBob SquarePants,17,3
22842,SpongeBob,193, Dani.,9,SpongeBob SquarePants,6,1
22843,SpongeBob,193," Oh. Uh, excuse me. Pardon me. Uh, just a minute!",9,SpongeBob SquarePants,49,10
22845,SpongeBob,193, Three bags of snail chow. Four bags of snail litter.,9,SpongeBob SquarePants,53,10
22847,SpongeBob,193," Uh, you're welcome?",9,SpongeBob SquarePants,20,3
22848,SpongeBob,193," Ok, would you guys just relax? You're all gonna get fed. Dani, keep out of Walter's dish. Obulax, what are you doing? Cheryl, Henry, no fighting.",9,SpongeBob SquarePants,146,26
22849,SpongeBob,193," Geez, my pants are getting ruined and my head is sticky. I gotta do something about that.",9,SpongeBob SquarePants,90,17
22850,Mr. Krabs,193," Squidward, why aren't you taking orders from these good people?",9,SpongeBob SquarePants,64,10
22851,Squidward,193," I would, but what's the point? There's no one to make the food.",9,SpongeBob SquarePants,64,13
22852,Mr. Krabs,193,  What?! Where's SpongeBob?,9,SpongeBob SquarePants,27,3
22853,Squidward,193, Let me think. No idea.,9,SpongeBob SquarePants,23,5
22854,Mr. Krabs,193, Then you'll have to do SpongeBob's job too!,9,SpongeBob SquarePants,44,8
22855,Squidward,193, I can't do that!,9,SpongeBob SquarePants,17,4
22856,Mr. Krabs,193," Of course you can. Any idiot can do it. Now, get to work! I'm gonna go find SpongeBob!",9,SpongeBob SquarePants,87,18
