,character,episode,line,season
18471,Patrick,155," But I thought we weren't betting.
",8
18472,SpongeBob,155," No, I mean whoever wins this hole wins the game. [Squidward wakes up and takes off his blindfold to see SpongeBob and Patrick talking]
",8
18473,Squidward,155," [muffled] What's going on here? [screams]
",8
18474,SpongeBob and Patrick,155," Hole in one! [Squidward sits up]
",8
18475,SpongeBob,155," Good morning.
",8
18476,Patrick,155," Sorry we woke you.
",8
18477,Squidward,155," [muffled and stammering] Wha-What? [his mouth is shown, with no dentures]
",8
18478,SpongeBob,155," Hey, Squidward, what happened to your dentures?
",8
18479,Patrick,155," Good game, pal.
",8
18480,SpongeBob,155," Rematch next Saturday?
",8
18481,Patrick,155," Rain or shine, SpongeBob. Rain or shine.
",8
18482,Squidward,155, [muffled] SpongeBob?!,8
18483,"
Movies


The SpongeBob SquarePants Movie


The SpongeBob Movie",156," Sponge Out of Water


SpongeBob SquarePants 3


",8
18484,"
The SpongeBob Movie",156," Sponge Out of Water
",8
18485,"
Specials


Plankton's Special Sinister Commentary


Square Roots",156," The Story of SpongeBob SquarePants


How to Make SpongeBob SquarePants


Episode-based specials ⇉


",8
18486,"
Square Roots",156," The Story of SpongeBob SquarePants
",8
18487,"
SpongeBob SquarePants 4-D",156," Ride
",8
18488,"
SpongeBob SquarePants 4-D",156," The Great Jelly Rescue!
",8
18489,Perch Perkins,156," The tension's building up as the [The scene starts to pan through the contestants.] contestants line up to win the prize.
",8
18490,SpongeBob,156," Gary and I are gonna [The scene cuts to a mid-shot of SpongeBob.] try to win the prize so Mr. Krabs can fix up the Krusty Krab. [SpongeBob looks down at Gary.] Right, Gary?
",8
18491,Gary,156," Meow.
",8
18492,Patrick,156," I hear ya. I hope I win so I can buy all the Krabby Patties I want! [The scene cuts to a Medium close-up of Patrick.] Good thing I brought out the heavy artillery [It pans down to show the Gooey Worms.] Gooey Worms!
",8
18493,SpongeBob,156," Uh, Patrick, those don't move.
",8
18494,Patrick,156," Sure they do! Giddy up! [The scene cuts to a wide shot of the Gooey Worms. Patrick strikes Gooey Worms.] Hyah! [The scene cuts to a two-shot of Patrick and SpongeBob.] See?
",8
18495,Robot Plankton,156," You don't stand a chance, Krabs! Karen and I--I mean, my worm and I are gonna whip your tail fin! [The scene pans out to show mobile Karen with the head of a worm on her screen.] Right, worm?
",8
18496,Karen,156," Ruff ruff.
",8
18497,Robot Plankton,156," And with the prize money, I'll topple your restaurant empire [He leans in.] once and for all!
",8
18498,Mr. Krabs,156," Ha! Where fetchin' money's involved, nobody topples me.
",8
18499,Announcer,156," [Over the PA] Contestants, ready your sleds.
",8
18500,Perch Perkins,156," [While walking up to Squidward] Excuse me, sir. [Fred, who is holding a camera, enters the shot.] How do you think you'll do in the race?
",8
18501,Squidward,156," Hello, out there, Bikini Bottom! [It cuts to show a medium close up of Squidward. In the upper left corner there is the word ""Live"" and towards the bottom of the screen is ""Bikini Bottom Sleigh Race"". All the words are in red.] I'm glad I can finally talk to my fans on television!
",8
18502,Perch Perkins,156," Best of luck to ya. [While walking off-screen] Oh, excuse me, miss...
",8
18503,Announcer,156," [Over the PA] On your mark...
",8
18504,Plankton,156," So long, suckers.
",8
18505,Announcer,156," ...set, [The scene shows a very wide shot of the racers.] go!
",8
18506,Patrick,156," Come on, wormies! Giddy up! [The scene cuts to a wide shot of the Gooey Worms. It then returns to Patrick] Hmm.
",8
18507,French Narrator,156," Meanwhile, back in the lowlands...
",8
18508,Plankton,156," Alone at last! [The scene shows a close up of the floor below the window. Plankton jumps down while he chuckles.] Now, there's nothing between me and the secret formula!
",8
18509,Mr. Krabs,156," C'mon, boys! Get me to the greenbacks!
",8
18510,Robot Plankton,156," I think not, old man. Turbo boost, Karen! 
",8
18511,Mr. Krabs,156," [While pushing the snow off himself] No! [He grabs the wheel.] I can't let him win.
",8
18512,Sandy,156," [As she passes Mr. Krabs in her rocket-shaped sled] Don't worry, he won't. [She pushes a button on a remote.] I will. [Robot worms are shown. It cuts back to Mr. Krabs and Sandy as she passes him.] Yeehaw!
",8
18513,Patrick,156," [As he is running up to SpongeBob, holding his three Gooey Worms] Hi, SpongeBob.
",8
18514,SpongeBob,156," Hi, Patrick. Where's your sleigh?
",8
18515,Patrick,156," I dunno.
",8
18516,SpongeBob,156," Hop in. We'll give you a lift. [Patrick hops in. Gary stops and grumbles. He then strains to continue.] Come on, Gary!
",8
18517,Plankton,156," Hehehehe! [hops onto Mr. Krabs' desk and tries to turn safe's handle] Locked?! Ugh.[takes out cutter]Good thing I brought this along.[tries to cut safe, but the cutter slides to the ceiling with Plankton, spins 3 circles, makes two holes in ceiling, falls off, cuts off Plankton's antennae, and rolls away]I'm gonna need something with more firepower.
",8
18518,Sandy,156," Woo wee! Looks like I lost them! [pushes button, but remote breaks] The remote shorted out! The robots, [???] Whoa! [sleigh loses control] Aaaa!
",8
18519,Squidward,156," Those dimwits don't stand a chance against my imported worm. [sleight stops, worm starts to drink tea] Hey! What's the big idea?!
",8
18520,Worm,156," (speaks in a British Accent) I beg your pardon. It's tea time, anyway. [continues to drink tea]
",8
18521,Squidward,156," I don't have time for this! [leaves sleigh, and goes by foot] Tea time. Of all the ridiculous concepts![walks onto ice, and slips, the ice cracks, and Squidward falls in, losing his winter clothes, and floats back up in a block of ice, with a shocked face]
",8
18522,Patrick,156," Whoa! Look at that!
",8
18523,SpongeBob,156," Squidward! Free! [stops] He doesn't look so ""hot."" We better take him with us.
",8
18524,Patrick,156," Good idea.
",8
18525,Gary,156," Mooow... [upset]
",8
18526,SpongeBob,156," Patrick, do you hear that?
",8
18527,Sandy,156," [shivering] Th-th-th-th-th-thanks, guys.
",8
18528,SpongeBob,156," No problem, right, Gar?
",8
18529,Gary,156," Meow... [angry] [continues to pull] Errrgg!
",8
18530,Mr. Krabs,156," Sniff out the money, little guys! Come on! Marsh! [worms' stomachs growl, and get angry at Mr. Krabs] Wai-wait a minute. I was gonna feed ya! Honest! [worms get angrier]
",8
18531,Mr. Krabs,156," [run up to them] Heeelp!
",8
18532,SpongeBob,156," Hi, Mr. Krabs.
",8
18533,Mr. Krabs,156," I just been turned into lunchmeat by me own worms! [cuts to furious worms, chasing for him]
",8
18534,SpongeBob,156," Aaaaa! Hop in, sir! We'll get you out of here!
",8
18535,Mr. Krabs,156," [quickly rushes into sleigh] Much appreciate it, boy! [sleigh takes off, worms keep chasing]
",8
18536,Everyone except Squidward,156," Faster! Faster! Faster!
",8
18537,Gary,156," Mooowww... [tries to go faster]
",8
18538,Everyone,156," Faster! Faster!
",8
18539,Everyone,156," FASTER! [Gary runs in a dead end and stops, tired]
",8
18540,SpongeBob,156," This is a dead end! [Gary turns around to see the worms entering the dead end>]
",8
18541,Everyone,156," aaaaa!
",8
18542,Gary,156," [like a lion]Rooooooooarr! [after worms run away scared, Gary turns back to normal] Meow. [Everyone stares at Gary for a few seconds, then cheers]
",8
18543,Mr. Krabs,156," Great. Now we're trapped.
",8
18544,Mr. Krabs,156," Good thinkin', squirrel! This should keep us alive for at least... a few hours... oh...
",8
18545,Patrick,156," [with ice on his lips] It's-s-s... so c-c-cold!
",8
18546,SpongeBob,156," Hey! How about a campfire song? [Squidward thaws]
",8
18547,Squidward,156," No! Singing!
",8
18548,Everyone,156," Squidward! [hugs him]
",8
18549,Squidward,156," [pushes them back] Alright, alright! Someone get me a blanket. [SpongeBob gives him a blanket, Squidward puts it on but still feels cold]
",8
18550,Mr. Krabs,156," Hey Squidward, what is it with the extra foot, buddy?
",8
18551,Squidward,156," [looks down] Huh? This isn't mine... [foot lifts up] Waaaahhh! [runs]
",8
18552,All,156," [screaming]
",8
18553,Mr. Krabs,156," Not you again!
",8
18554,Sandy,156," Ha! Slimeless snow vermin! You missed!
",8
18555,Mr. Krabs,156," That's weren't the attack.
",8
18556,Sandy,156," Huh?
",8
18557,Mr. Krabs,156," This is it! [Snow Mollusk starts shooting snowballs out of mouth; Mr. Krabs screams and hides behind a pile of snow, blocking the snowballs, Snow Mollusk aims for Gary]
",8
18558,SpongeBob,156," Gary! [shields Gary with himself, the snowballs go into SpongeBob's holes, and they come out from the side holes. SpongeBob stands up and runs away with Gary. The Snow Mollusk aims for Squidward]
",8
18559,Squidward,156," [running and screams; jumps into water] Oh... not again... [floats up in a block of ice again, but with a disappointed face]
",8
18560,Mr. Krabs,156," [???] [everyone sneaks away, Sandy brings the sleigh]
",8
18561,SpongeBob,156," What is that formidable creature?
",8
18562,Mr. Krabs,156," That, me boy, is none other than the Abominable Snow Mollusk.
",8
18563,SpongeBob,156," I thought that was just a myth.
",8
18564,Mr.Krabs,156," Oh, you sure? She's no myth! She's as real as Santy Claus. Back when I was young sea captain, [flashback to when Mr. Krabs was a captain] sailing in the Atlantic sea.[???] [Snow Mollusk pops out of sea, young Mr. Krabs gasps, and Snow Mollusk picks up the ship]
",8
18565,SpongeBob,156," Don't tell me, Mr. Krabs. You peeled at those tentacles with your bare claws! You single-handedly saved your vessel from certain DOOM!
",8
18566,Mr. Krabs,156," Nope, that didn't work. [flashback continues] [???] [Snow Mollusk swallows all people on ship including Mr. Krabs]
",8
18567,SpongeBob,156," Oh, my! Well at least you bravely escaped out the tail.
",8
18568,Mr. Krabs,156," Weren't bravery that got us out. Let's just say... We had to wait... for nature, to take its course. [flashback to people in Snow Mollusk's stomach, a bubble floats up and pops, then a flushing sound is heard]
",8
18569,SpongeBob,156," Hm? Oh! Ew.
",8
18570,Sandy,156," I'd hate to break up story time, but I'd like to NOT GET EATEN today! [Snow Mollusk's roaring is heard, and everyone gets on sleigh, Snow Mollusk finds them, they leave]
",8
18571,SpongeBob,156," Gary! Step on it! [Snow Mollusk follows] Oh yeah, Gary, you are really motivated now! Right, guys? [cuts to back of sleigh, and one of the seats are empty with a ""Squidward"" sign in its place] We forgot Squidward! [sleigh takes a U-turn, and goes between the Snow Mollusk's tentacles] Left, Gary! Left! There he is!
",8
18572,SpongeBob,156," Patrick, I need a Gooey Worm!
",8
18573,Patrick,156," Oh, be careful, this is my last one! [hands SpongeBob a red Gooey Worm]
",8
18574,SpongeBob,156," Hold on tight! [gives Patrick one end of the Gooey Worm and glides down holding the other one]
",8
18575,Gary,156," Meow. [as SpongeBob is saving Squidward, the Snow Mollusk finds him]
",8
18576,Patrick,156," SpongeBob! Come on! [cuts to SpongeBob on Squidward, with Gooey Worm tied on ice block] Let's get outta here! [pulls SpongeBob up, and Snow Mollusk lands on the water. When they are leaving, SpongeBob throws away the Gooey Worm, and falls into Snow Mollusk's mouth when she's getting up, she likes it]
",8
18577,Sandy,156," Woo, wee! That was a close one, wasn't it, Mr. Krabs? Huh? [in Mr. Krabs' seat, there is a pile of snow with coral as a nose and eyes] Of all the horn swabbles! The banit's trying to win us out so he can get the prize himself! [throws fake Mr. Krabs out of the sleigh]
",8
18578,Mr. Krabs,156," Argargarg! I'd sooner swallow a jellyfish the winning with y-- [jellyfish flies into Mr. Krabs' mouth and stings him.]
",8
18579,Sandy,156," We can't let that double crosser beat us to the loot! Full speed ahead and don't stop for nothin', Gary!
",8
18580,Patrick,156," Hey! [takes rope and stops Gary, making the sleigh fling Sandy out]
",8
18581,Sandy,156," [in snow] What's the big emergency, Patrick?
",8
18582,Patrick,156," I saw something shiny.
",8
18583,Sandy,156," [sarcastic] Oh! Well, let's drop EVERYTHING, then!
",8
18584,SpongeBob,156," No wait Sandy, I see it too! It looks like... Karen.
",8
18585,SpongeBob,156," [helps Karen up] Karen?
",8
18586,Sandy,156," I say she's in quick need of a reboot! Heee ya! [kicks Karen with her boot, shattering the ice on her]
",8
18587,SpongeBob,156," [hears someone saying ""you can't stand a chance, Krabs""] Huh? [sees fake Plankton and picks it up] Plankton? [fake Plankton says ""don't tell Krabs""] Poor guy, the ice is really getting to him.
",8
18588,Patrick,156," [grabs fake Plankton] We gotta bust him out, quick! I'm gonna sit on him! [puts fake Plankton on a rock, preparing to sit on it]
",8
18589,SpongeBob,156," Patrick, no! He's very--[Patrick sits on fake Plankton]...fragile. [Patrick gets up, showing bits of metal with wires, a speaker, and an eye, broken, it says ""Krabs zzz... stand zzz...""]
",8
18590,Sandy,156," A citylacra!
",8
18591,SpongeBob,156," [covers Gary's ""ears""] Sandy, please! Language!
",8
18592,Sandy,156," Naw, silly! I'm saying, Plankton set up a robotic dummy in his sled!
",8
18593,Karen,156," That's right. My selfish husband remains in warm, sunny Bikini Bottom,[???], in fact, [cuts to Plankton with fake Plankton and Karen in his lab] this whole race was a plot devised by Plankton. [cuts to Plankton sneaking away before the race] With the entire town distracted, he pursues the Krabby Patty formula undetected.
",8
18594,SpongeBob,156," Pursue? Formula? We've gotta find Mr. Krabs right now!
",8
18595,Sandy,156," And exactly how do you propose we find him?
",8
18596,Karen,156," I saw Mr. Krabs pass by [screen shows Mr. Krabs running] just before my system failed, heading southwest.
",8
